Parameter,Value,name,mcs ( in DL),retx (# of retransmissions requested by the UE),txok (# of successful transmissions),"bit rate (average bitrate (at the MAC layer), in bits per second in DL)",snr,mcs (UL),rxko (# of retransmissions requested by the gNB),rxok (# of received uplink transport blocks without error),bitrate UL(mbps),# of iterations of the†LDPC decoder
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.9,9,814,0.704,14.1,10.7,17,1882,8.05,3.3
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.7,7,815,0.7,13.7,10.8,18,1879,8.1,3.4
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,24.2,9,730,0.644,13.6,10.7,20,1878,8.04,3.3
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.9,6,691,0.599,14,10.9,17,1883,8.17,3.6
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.9,7,699,0.605,13.7,10.8,19,1878,8.09,3.4
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.8,7,670,0.579,14.2,10.7,20,1880,8.04,3.3
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,24.3,6,682,0.605,13.8,10.7,21,1877,8.03,3.3
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,24,7,673,0.588,13.2,10.6,16,1883,8.02,3.2
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.7,7,681,0.585,14.4,10.8,18,1881,8.1,3.4
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.9,7,684,0.593,13.9,10.7,19,1880,8.04,3.3
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,24.1,6,676,0.592,14.3,10.8,18,1877,8.07,3.4
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.5,8,805,0.685,13.6,10.8,19,1881,8.1,3.4
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,24.2,8,800,0.707,14.3,10.8,20,1878,8.11,3.5
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,24.1,7,740,0.65,13.9,10.7,17,1882,8.07,3.3
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.9,7,675,0.586,14.1,10.7,19,1879,8.03,3.3
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.9,8,683,0.592,13.6,10.9,18,1882,8.15,3.6
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,24,5,683,0.595,13.4,10.7,19,1879,8.04,3.3
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,24.1,7,688,0.605,14.5,10.8,19,1881,8.11,3.4
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,24,7,686,0.596,15,10.8,17,1882,8.09,3.4
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,24.2,7,675,0.594,13.3,10.7,19,1881,8.07,3.3
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,24.1,6,687,0.602,14.1,10.9,20,1878,8.16,3.6
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,24,7,687,0.596,14.8,10.8,18,1877,8.09,3.5
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,24.2,7,729,0.641,14.8,10.8,19,1880,8.11,3.5
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,24.1,8,817,0.718,14.4,10.9,17,1882,8.17,3.6
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,24,8,788,0.686,14,10.8,19,1880,8.11,3.5
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.9,7,676,0.586,13.1,10.7,20,1876,8.04,3.3
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,24.3,7,684,0.605,14.2,10.8,21,1875,8.1,3.5
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,24.2,8,676,0.596,12.9,10.6,16,1884,8.03,3.2
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,24.1,5,683,0.599,13.8,10.8,19,1878,8.09,3.4
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,24,7,678,0.591,13.8,10.7,20,1877,8.06,3.4
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,24.1,7,685,0.601,13.7,10.8,17,1882,8.1,3.4
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,24.1,7,674,0.591,14.3,10.8,18,1879,8.07,3.4
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,24,6,681,0.594,14,10.8,19,1880,8.11,3.5
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,24.1,7,707,0.62,13.7,10.7,19,1878,8.03,3.3
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.8,8,797,0.687,14.5,10.7,19,1879,8.02,3.3
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,24.1,8,802,0.705,14.1,10.8,18,1881,8.09,3.4
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,24,7,697,0.609,13.4,10.7,19,1880,8.06,3.3
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,24.1,7,685,0.601,13.7,10.8,20,1879,8.12,3.5
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,24.1,6,684,0.602,14,10.8,16,1884,8.09,3.4
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,24.1,7,671,0.587,15.2,10.7,19,1879,8.05,3.3
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.9,7,689,0.597,13.9,10.8,18,1880,8.08,3.4
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,24.2,7,689,0.607,13.9,10.8,19,1879,8.11,3.5
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,24.2,7,684,0.604,14.6,10.9,18,1880,8.15,3.6
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.8,6,689,0.595,13.5,10.9,20,1878,8.15,3.5
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,24,10,740,0.645,13.9,10.7,18,1881,8.06,3.3
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.9,5,801,0.696,14,10.8,20,1879,8.08,3.4
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,24.1,9,789,0.691,14.2,10.7,19,1881,8.06,3.3
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.7,6,693,0.595,14.1,10.8,19,1878,8.07,3.4
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,24.1,9,693,0.607,13.8,10.7,17,1881,8.07,3.3
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,24,5,702,0.613,14.6,11,18,1876,8.18,3.6
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,24.1,7,680,0.594,14.2,10.8,19,1879,8.07,3.4
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.8,7,677,0.584,13.8,10.8,18,1880,8.11,3.5
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.8,7,683,0.588,13.2,10.8,19,1880,8.1,3.4
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,24,7,688,0.599,14,10.8,21,1878,8.09,3.4
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.9,5,693,0.601,13.7,10.8,17,1882,8.09,3.4
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,24.1,8,698,0.614,13.8,10.8,19,1881,8.1,3.4
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,24,8,826,0.721,13.7,10.8,18,1877,8.08,3.4
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.9,8,793,0.692,14.4,10.8,18,1880,8.11,3.4
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,24.1,7,692,0.609,13.9,10.8,20,1878,8.08,3.4
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,24.3,6,701,0.622,13.9,10.8,17,1881,8.1,3.4
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,24.1,7,682,0.599,14,10.9,18,1882,8.14,3.5
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.8,8,689,0.596,13.4,10.8,20,1877,8.11,3.5
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.7,7,688,0.592,13.4,10.8,17,1879,8.11,3.5
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,24.1,6,682,0.6,14.5,10.7,20,1879,8.05,3.3
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.9,6,682,0.591,14.1,10.8,20,1880,8.09,3.4
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,24,7,682,0.598,14,10.8,19,1879,8.07,3.4
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.7,7,701,0.604,14.1,10.8,17,1879,8.09,3.4
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,24.1,8,831,0.731,13.8,10.8,20,1879,8.13,3.5
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,24,9,816,0.709,14.3,10.8,19,1880,8.1,3.4
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,24.1,6,694,0.609,13.9,10.7,16,1883,8.03,3.2
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,24.1,8,688,0.603,14.4,10.8,18,1881,8.1,3.4
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.9,6,679,0.588,14.6,10.9,20,1880,8.13,3.5
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,24,8,687,0.599,13.9,10.8,18,1882,8.12,3.4
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,24.3,5,691,0.612,14,10.9,20,1879,8.13,3.5
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,24.1,7,681,0.597,14.2,10.7,18,1880,8.05,3.3
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,24.1,8,682,0.597,13.9,10.8,18,1881,8.08,3.4
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.9,6,691,0.601,14.7,10.8,19,1879,8.12,3.5
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.9,7,683,0.593,13.7,10.9,18,1879,8.18,3.6
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,24.1,8,839,0.737,13.9,10.9,21,1878,8.14,3.5
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,24,9,806,0.701,13.7,10.8,17,1881,8.14,3.5
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,24.1,7,694,0.607,13.7,10.8,20,1879,8.07,3.4
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,24.1,7,695,0.61,13.6,10.9,18,1879,8.15,3.5
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,24.1,7,698,0.61,13.2,10.8,19,1877,8.13,3.5
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,24.1,5,690,0.603,14.6,10.8,17,1879,8.12,3.5
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,24,7,686,0.6,12.8,10.9,19,1880,8.14,3.5
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,24.3,6,675,0.599,13.2,10.8,21,1878,8.1,3.4
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,24,7,677,0.592,13.6,10.7,17,1881,8.04,3.2
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.8,8,682,0.589,14.1,10.8,18,1882,8.13,3.5
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.8,6,691,0.594,13.8,10.8,19,1881,8.09,3.4
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.8,10,847,0.734,13.4,10.8,19,1881,8.11,3.4
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,24,6,800,0.7,14.1,10.8,18,1881,8.08,3.4
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,24.1,7,725,0.637,13.9,10.8,20,1879,8.12,3.5
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,24.2,8,686,0.622,14.3,10.8,17,1881,8.09,3.4
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.9,6,686,0.602,14,10.8,19,1880,8.09,3.4
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,24.2,7,698,0.769,13.7,10.7,18,1878,8.06,3.3
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,24.4,7,675,0.605,13.6,10.7,19,1880,8.05,3.3
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,24,7,680,0.592,13.9,10.8,19,1881,8.09,3.4
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,24,6,684,0.597,13.7,10.9,18,1881,8.15,3.6
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.8,7,690,0.597,13.9,10.8,19,1879,8.11,3.4
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,24.1,7,691,0.607,14,10.8,18,1882,8.1,3.4
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,24.1,8,755,0.663,14,10.8,18,1881,8.1,3.4
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,24,7,809,0.703,14.6,10.9,21,1877,8.12,3.5
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,24.2,8,780,0.686,13.6,10.8,17,1883,8.1,3.4
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,24.1,7,693,0.606,14.4,10.8,17,1883,8.1,3.4
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.9,6,688,0.597,14,10.8,21,1877,8.11,3.5
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.8,8,684,0.591,14.5,10.8,17,1882,8.12,3.5
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,24.1,7,693,0.606,13.8,10.9,20,1877,8.13,3.5
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.9,7,692,0.599,13.7,10.8,18,1881,8.09,3.4
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,24.3,6,688,0.61,14.1,10.8,18,1881,8.09,3.4
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,24.5,7,679,0.609,13.8,10.8,20,1878,8.07,3.3
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,24.1,7,673,0.587,13.6,10.8,18,1879,8.1,3.4
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,24.1,7,747,0.654,14.4,10.8,18,1881,8.12,3.5
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.8,8,822,0.713,14,10.9,19,1877,8.13,3.5
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,24.3,8,805,0.713,13.3,10.8,19,1879,8.12,3.5
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.9,7,692,0.598,14.5,10.8,20,1877,8.11,3.5
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.7,7,685,0.589,14.1,10.7,16,1883,8.07,3.3
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,24.1,8,674,0.589,13.8,10.8,21,1876,8.09,3.5
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.6,6,688,0.59,14.1,10.9,17,1880,8.15,3.5
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,24,6,683,0.596,13.5,10.8,19,1879,8.09,3.4
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.6,8,686,0.586,13.3,10.8,17,1882,8.13,3.5
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.5,6,682,0.581,14.3,10.9,20,1877,8.13,3.5
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,24.1,6,682,0.597,15.2,10.8,21,1877,8.1,3.5
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,24.2,7,738,0.651,14.1,10.8,17,1882,8.13,3.5
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,24.2,9,822,0.725,13,10.8,19,1877,8.09,3.4
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,24.1,9,813,0.714,13.7,10.9,18,1879,8.15,3.5
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,24,6,673,0.585,14.5,10.8,19,1877,8.12,3.5
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,24.2,6,694,0.611,14.3,10.9,17,1882,8.17,3.6
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,24.1,7,694,0.609,14.1,10.9,21,1876,8.12,3.5
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,24.2,7,679,0.598,14,10.8,17,1882,8.13,3.5
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,24.2,6,689,0.61,14.3,10.8,19,1878,8.12,3.5
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,22.7,2,605,0.5,13.1,8.4,0,1900,6.76,2
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.8,7,652,0.563,13.8,9.4,0,1900,7.43,2.2
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.5,6,685,0.587,13.7,10.7,14,1884,8.08,3.3
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,24.1,5,679,0.593,14.1,10.8,17,1883,8.09,3.4
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.8,9,699,0.604,14.1,11,20,1879,8.21,3.7
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.9,7,797,0.694,14.4,10.9,18,1880,8.13,3.5
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.2,8,800,0.672,14.1,10.8,18,1881,8.13,3.5
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.6,7,724,0.621,13.8,10.8,19,1880,8.1,3.4
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,24.2,6,681,0.599,13.4,10.8,18,1881,8.1,3.4
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,24,8,682,0.598,14.1,10.8,21,1876,8.11,3.4
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,24,5,680,0.593,14.6,10.8,17,1883,8.11,3.4
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,24.2,7,685,0.603,13.9,10.8,19,1879,8.11,3.4
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.4,10,677,0.581,14.2,10.8,19,1879,8.12,3.5
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,22.8,7,697,0.578,13.9,10.8,18,1878,8.11,3.5
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.6,6,686,0.589,14,10.7,19,1880,8.07,3.3
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.6,7,692,0.595,13.9,10.8,18,1880,8.08,3.4
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.5,7,782,0.669,13.5,10.8,20,1880,8.09,3.4
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.7,8,807,0.699,13.3,10.8,16,1884,8.1,3.4
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.3,7,754,0.645,14.5,10.9,22,1875,8.15,3.6
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.8,9,687,0.596,13.9,10.8,16,1880,8.11,3.4
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,22.8,5,689,0.572,13.9,10.8,19,1880,8.12,3.5
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.6,9,677,0.583,13.4,10.8,19,1880,8.12,3.5
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.3,7,676,0.572,13.8,10.8,18,1878,8.08,3.4
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.4,6,680,0.581,14.6,10.8,20,1877,8.09,3.4
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.4,6,683,0.583,14.5,10.7,19,1880,8.04,3.2
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.2,8,685,0.577,13.4,10.8,18,1880,8.11,3.4
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.2,6,694,0.588,14.3,10.7,19,1881,8.06,3.3
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.3,9,759,0.644,14,10.8,18,1880,8.11,3.4
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.3,9,831,0.703,13.2,10.9,18,1880,8.13,3.5
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.2,5,743,0.626,13.5,10.8,20,1876,8.07,3.4
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23,7,691,0.576,14.6,10.8,18,1879,8.11,3.4
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.2,7,690,0.586,14.1,10.8,18,1878,8.11,3.4
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.4,7,694,0.59,14.2,10.8,20,1877,8.1,3.4
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.4,6,700,0.595,14,10.8,17,1881,8.09,3.3
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.7,7,682,0.586,14,10.8,19,1879,8.11,3.4
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23,9,690,0.577,14.1,10.9,18,1882,8.15,3.5
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.4,5,682,0.582,13.5,10.8,22,1877,8.09,3.4
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,24,7,692,0.607,14.3,10.8,15,1884,8.13,3.5
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,24.1,7,725,0.643,14.1,10.9,19,1880,8.18,3.6
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.8,8,805,0.698,14.4,10.7,18,1881,8.08,3.3
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,24,9,798,0.7,13.9,10.9,18,1882,8.17,3.6
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,24.1,5,685,0.601,13.1,10.8,19,1878,8.09,3.4
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.6,9,695,0.596,14.3,10.8,21,1878,8.11,3.5
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.2,7,682,0.576,13.4,10.9,18,1882,8.14,3.5
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.9,5,694,0.602,14.6,10.8,18,1881,8.08,3.4
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,24.2,7,686,0.609,13.6,10.8,19,1880,8.09,3.4
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.6,7,682,0.59,13.4,10.9,18,1880,8.15,3.5
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,24,7,683,0.6,14.1,10.7,18,1879,8.04,3.3
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,24.1,6,677,0.597,14.4,10.8,22,1875,8.09,3.4
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.1,7,740,0.623,13.9,10.8,16,1882,8.11,3.4
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.8,8,803,0.693,13.8,10.8,19,1877,8.12,3.5
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,24,8,788,0.695,14.7,10.9,18,1879,8.17,3.6
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.6,7,689,0.592,13.6,10.8,20,1878,8.1,3.4
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.5,8,689,0.589,14.2,10.9,17,1882,8.14,3.5
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.8,6,688,0.598,13.8,10.8,19,1879,8.1,3.4
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.7,6,681,0.587,14,10.9,19,1878,8.16,3.6
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.8,7,682,0.593,14.5,10.8,18,1882,8.11,3.4
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.8,7,693,0.6,14.1,10.8,19,1878,8.11,3.4
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.5,7,681,0.58,13.4,10.8,19,1880,8.1,3.4
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.6,8,681,0.584,14,10.8,17,1882,8.1,3.4
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.9,5,737,0.64,14.5,10.9,18,1879,8.15,3.5
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.5,9,821,0.702,13.4,10.8,21,1873,8.08,3.4
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.5,8,799,0.682,14.8,10.8,18,1882,8.11,3.5
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.6,7,688,0.591,13,10.8,19,1881,8.09,3.4
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,24.1,8,692,0.608,14.4,10.8,16,1883,8.13,3.5
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.5,3,686,0.585,14.5,10.9,20,1879,8.14,3.5
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.5,9,676,0.578,13.9,10.9,20,1877,8.12,3.5
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.5,7,688,0.589,13.8,10.8,19,1880,8.11,3.4
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,24,7,692,0.605,13.6,10.8,18,1880,8.1,3.4
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,24.1,7,679,0.597,13.8,10.8,19,1878,8.08,3.4
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.7,6,698,0.601,13.5,10.9,17,1882,8.14,3.5
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.5,8,747,0.639,13.4,10.8,20,1880,8.12,3.5
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.7,9,814,0.7,13.3,10.8,17,1880,8.1,3.4
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.7,7,788,0.683,14.1,10.8,19,1879,8.1,3.4
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.9,6,684,0.596,14.8,10.8,20,1879,8.1,3.4
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.8,8,684,0.595,14.3,10.7,20,1877,8.06,3.3
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,24.1,6,690,0.606,13.7,10.7,17,1879,8.05,3.3
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.7,8,688,0.596,13.8,10.7,19,1880,8.07,3.3
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.8,4,683,0.593,13.9,10.8,19,1877,8.07,3.4
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.9,9,675,0.585,14.9,10.8,17,1880,8.08,3.4
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.3,6,677,0.572,14,10.8,20,1879,8.09,3.4
